File_Location,File_Name,File_Type,First_50_Bytes
C:\Users\John\Desktop\File,File147,None,40 65 63 68 6f 20 6f 66 66 0d 0a 73 65 74 20 6d 65 73 73 61 67 65 3d 4c 6f 61 64 69 6e 67 20 72 61 6e 64 6f 6d 20 74 65 78 74 2e 2e 2e 0d 0a 66 6f 72
C:\Users\John\Desktop\File,File148,Windows_executable,ff fb 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File149,PKZIP_archive_1,50 4b 03 04 14 00 08 08 08 00 ce 13 76 59 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 00 77 6f 72 64 2f 66 6f 6f 74 65 72 31 2e 78 6d 6c ed 57 ff 6e
C:\Users\John\Desktop\File,File150,PKZIP_archive_1,50 4b 03 04 0a 00 00 00 00 00 00 00 21 00 ff ff ff ff 20 02 00 00 20 02 00 00 10 00 00 00 5b 74 72 61 73 68 5d 2f 30 30 30 30 2e 64 61 74 ff ff ff ff
C:\Users\John\Desktop\File,File151,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 b7 bb c7 dc a4 02 00 00 00 25 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File152,Windows_executable,ff d8 ff e0 00 10 4a 46 49 46 00 01 01 00 00 01 00 01 00 00 ff db 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0a 0c 14 0d 0c 0b 0b 0c 19 12 13 0f
C:\Users\John\Desktop\File,File153,PKZIP_archive_1,50 4b 03 04 14 00 08 08 08 00 ba bb 75 55 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 00 78 6c 2f 63 6f 6d 6d 65 6e 74 73 31 2e 78 6d 6c 8d 53 cb 6e
C:\Users\John\Desktop\File,File154,None,45 00 64 00 75 00 63 00 61 00 74 00 69 00 6f 00 6e 00 61 00 6c 00 20 00 43 00 6f 00 6d 00 6d 00 75 00 6e 00 69 00 74 00 79 00 20 00 4c 00 69 00 63 00
C:\Users\John\Desktop\File,File155,Windows_DOS_executable_file,4d 5a 50 00 02 00 00 00 04 00 0f 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 1a 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File156,None,25 50 44 46 2d 31 2e 37 0a 25 f6 e4 fc df 0a 31 20 30 20 6f 62 6a 0a 3c 3c 0a 2f 54 79 70 65 20 2f 43 61 74 61 6c 6f 67 0a 2f 50 61 67 65 73 20 32 20
C:\Users\John\Desktop\File,File157,None,41 63 61 64 65 6d 69 63 20 46 72 65 65 20 4c 69 63 65 6e 73 65 20 28 22 41 46 4c 22 29 20 76 2e 20 33 2e 30 0d 0a 0d 0a 54 68 69 73 20 41 63 61 64 65
C:\Users\John\Desktop\File,File158,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 53 70 6f 74 69 66 79 0a 2e 44 45 53 43 52 49 50 54 49 4f 4e 0a 09 54 68
C:\Users\John\Desktop\File,File159,Windows_DOS_executable_file,4d 5a 8b 00 03 00 00 00 20 00 00 00 ff ff 07 00 00 01 65 40 00 00 00 00 40 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File160,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File161,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 b5 cf 3e 7b 02 01 00 00 bb 02 00 00 0b 00 08 02 5f 72 65 6c 73 2f 2e 72 65 6c 73 20 a2 04 02 28 a0 00 02 00
C:\Users\John\Desktop\File,File162,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 a4 04 cf e9 71 01 00 00 98 05 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File163,Windows_executable,ff d8 ff e0 00 10 4a 46 49 46 00 01 01 00 00 01 00 01 00 00 ff db 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0a 0c 14 0d 0c 0b 0b 0c 19 12 13 0f
C:\Users\John\Desktop\File,File164,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File165,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0d 0a 2e 53 59 4e 4f 50 53 49 53 0d 0a 20 20 20 20 20 20 20 20 49 6e 73 74 61 6c 6c 73 20 43 68 6f 63 6f 6c 61 74 65 79 20 28 6e 65 65
C:\Users\John\Desktop\File,File166,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File167,GNU_Info_Reader_file,54 68 69 73 20 69 73 20 66 72 65 65 20 61 6e 64 20 75 6e 65 6e 63 75 6d 62 65 72 65 64 20 73 6f 66 74 77 61 72 65 20 72 65 6c 65 61 73 65 64 20 69 6e
C:\Users\John\Desktop\File,File168,None,20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 4e 55 20 4c 45 53 53 45 52 20 47 45 4e 45 52 41 4c 20 50 55 42 4c 49 43 20 4c 49 43 45 4e
C:\Users\John\Desktop\File,File169,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 50 72 69 6e 74 73 20 74 68 65 20 53 48 41 35 31 32 20 68 61 73 68 20 6f 66 20 61 20 66 69 6c 65 0a
C:\Users\John\Desktop\File,File170,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 c3 aa 5d 0e 8d 02 00 00 58 1d 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File171,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 33 a5 4b 35 8a 01 00 00 99 05 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File172,None,4d 6f 7a 69 6c 6c 61 20 50 75 62 6c 69 63 20 4c 69 63 65 6e 73 65 20 56 65 72 73 69 6f 6e 20 32 2e 30 0d 0a 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d 3d
C:\Users\John\Desktop\File,File173,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File174,None,40 65 63 68 6f 20 6f 66 66 0d 0a 73 65 74 20 2f 61 20 61 3d 25 72 61 6e 64 6f 6d 25 20 25 25 20 31 30 30 0d 0a 73 65 74 20 2f 61 20 62 3d 25 72 61 6e
C:\Users\John\Desktop\File,File175,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 56 4c 43 0a 2e 44 45 53 43 52 49 50 54 49 4f 4e 0a 09 54 68 69 73 20 50
C:\Users\John\Desktop\File,File176,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File177,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File178,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 4e 65 74 66 6c 69 78 0a 2e 44 45 53 43 52 49 50 54 49 4f 4e 0a 09 54 68
C:\Users\John\Desktop\File,File179,None,09 09 20 20 20 20 20 20 20 54 68 65 20 41 72 74 69 73 74 69 63 20 4c 69 63 65 6e 73 65 20 32 2e 30 0d 0a 0d 0a 09 20 20 20 20 43 6f 70 79 72 69 67 68
C:\Users\John\Desktop\File,File180,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File181,PKZIP_archive_1,50 4b 03 04 14 00 00 08 08 00 42 3d 3c 5a 47 92 44 b2 5a 01 00 00 f0 04 00 00 13 00 04 00 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 53
C:\Users\John\Desktop\File,File182,None,25 50 44 46 2d 31 2e 34 0d 25 e2 e3 cf d3 0d 0a 31 32 31 33 20 30 20 6f 62 6a 0d 3c 3c 2f 4c 69 6e 65 61 72 69 7a 65 64 20 31 2f 4c 20 34 39 30 38 36
C:\Users\John\Desktop\File,File183,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 1c ad b2 d2 fa 01 00 00 6d 0b 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File184,None,89 50 4e 47 0d 0a 1a 0a 00 00 00 0d 49 48 44 52 00 00 03 88 00 00 04 ec 08 06 00 00 00 c2 72 ac 0c 00 01 00 00 49 44 41 54 78 9c ec fd f9 8f 24 5b 96
C:\Users\John\Desktop\File,File185,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 96 34 82 68 62 02 00 00 28 18 00 00 13 00 c5 01 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File186,None,4d 00 49 00 54 00 20 00 4c 00 69 00 63 00 65 00 6e 00 73 00 65 00 0d 00 0a 00 0d 00 0a 00 43 00 6f 00 70 00 79 00 72 00 69 00 67 00 68 00 74 00 20 00
C:\Users\John\Desktop\File,File187,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 b5 f6 d3 96 8d 01 00 00 21 07 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File188,None,4f 70 65 6e 20 53 6f 66 74 77 61 72 65 20 4c 69 63 65 6e 73 65 20 28 22 4f 53 4c 22 29 20 76 2e 20 33 2e 30 0d 0a 0d 0a 54 68 69 73 20 4f 70 65 6e 20
C:\Users\John\Desktop\File,File189,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 88 5e 62 0b ca 01 00 00 22 0a 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File190,None,89 50 4e 47 0d 0a 1a 0a 00 00 00 0d 49 48 44 52 00 00 03 88 00 00 04 ec 08 06 00 00 00 c2 72 ac 0c 00 01 00 00 49 44 41 54 78 9c ec fd e9 b3 6d c7 75
C:\Users\John\Desktop\File,File191,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 58 79 36 07 df 01 00 00 23 0a 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File192,None,90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File193,PKZIP_archive_1,50 4b 03 04 0a 00 00 00 00 00 00 00 21 00 ff ff ff ff 0c 02 00 00 0c 02 00 00 10 00 00 00 5b 74 72 61 73 68 5d 2f 30 30 30 30 2e 64 61 74 ff ff ff ff
C:\Users\John\Desktop\File,File194,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 3e 11 88 ca 60 02 00 00 47 19 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File195,None,43 44 30 30 14 00 06 00 08 00 00 00 21 00 71 4b 4e 12 05 02 00 00 ec 0c 00 00 13 00 cd 01 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File196,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 62 ee 9d 68 5e 01 00 00 90 04 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File197,PKZIP_archive_1,50 4b 03 04 14 00 08 08 08 00 d2 41 75 59 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 00 77 6f 72 64 2f 68 65 61 64 65 72 31 2e 78 6d 6c a5 95 db 8e
C:\Users\John\Desktop\File,File198,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 99 55 7e 05 f9 00 00 00 e1 02 00 00 0b 00 f3 01 5f 72 65 6c 73 2f 2e 72 65 6c 73 20 a2 ef 01 28 a0 00 02 00
C:\Users\John\Desktop\File,File199,None,25 50 44 46 2d 31 2e 37 0d 0a 25 b5 b5 b5 b5 0d 0a 31 20 30 20 6f 62 6a 0d 0a 3c 3c 2f 54 79 70 65 2f 43 61 74 61 6c 6f 67 2f 50 61 67 65 73 20 32 20
C:\Users\John\Desktop\File,File200,Windows_DOS_executable_file,4d 5a 00 00 00 0d 49 48 44 52 00 00 03 88 00 00 04 ec 08 06 00 00 00 c2 72 ac 0c 00 01 00 00 49 44 41 54 78 9c ec fd 59 b3 64 49 92 1e 88 7d aa 6a 76
C:\Users\John\Desktop\File,File201,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File202,None,42 00 02 00 00 00 20 00 00 00 ff ff 05 00 00 01 00 00 00 00 00 00 40 00 00 00 01 00 fb 71 6a 72 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File203,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 50 72 69 6e 74 73 20 74 68 65 20 53 48 41 32 35 36 20 68 61 73 68 20 6f 66 20 61 20 66 69 6c 65 0a
C:\Users\John\Desktop\File,File204,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 4f 42 53 20 53 74 75 64 69 6f 20 28 6e 65 65 64 73 20 61 64 6d 69 6e 20
C:\Users\John\Desktop\File,File205,Windows_executable,ff d8 ff e0 00 10 4a 46 49 46 00 01 01 00 00 01 00 01 00 00 ff db 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0a 0c 14 0d 0c 0b 0b 0c 19 12 13 0f
C:\Users\John\Desktop\File,File206,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 24 ec 50 bf 82 01 00 00 24 07 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File207,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File208,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 e4 a7 b0 6f eb 01 00 00 35 0d 00 00 13 00 08 02 5b 43 6f 6e 74 65 6e 74 5f 54 79 70 65 73 5d 2e 78 6d 6c 20
C:\Users\John\Desktop\File,File209,None,25 50 44 46 2d 31 2e 33 0a 25 e2 e3 cf d3 0a 31 20 30 20 6f 62 6a 0a 3c 3c 0a 2f 54 79 70 65 20 2f 50 61 67 65 73 0a 2f 43 6f 75 6e 74 20 31 34 0a 2f
C:\Users\John\Desktop\File,File210,PKZIP_archive_1,50 4b 03 04 0a 00 00 00 08 00 00 00 21 00 fc 1f ed 11 25 02 00 00 43 05 00 00 10 00 00 00 64 6f 63 50 72 6f 70 73 2f 61 70 70 2e 78 6d 6c 9c 54 df 6f
C:\Users\John\Desktop\File,File211,MS_Office_2007_documents,50 4b 03 04 14 00 06 00 08 00 00 00 21 00 3b f4 79 e3 2e 03 00 00 b8 10 00 00 14 00 00 00 78 6c 2f 70 72 65 73 65 6e 74 61 74 69 6f 6e 2e 78 6d 6c ec
C:\Users\John\Desktop\File,File212,None,40 65 63 68 6f 20 6f 66 66 0d 0a 73 65 74 20 61 64 76 69 63 65 3d 53 74 61 79 20 70 6f 73 69 74 69 76 65 2e 7c 54 61 6b 65 20 62 72 65 61 6b 73 2e 7c
C:\Users\John\Desktop\File,File213,ZoneAlam_data_file,4d 5a 90 00 03 00 00 00 04 00 00 00 ff ff 00 00 b8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
C:\Users\John\Desktop\File,File214,Windows_executable,ff d8 ff e0 00 10 4a 46 49 46 00 01 01 00 00 01 00 01 00 00 ff db 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0a 0c 14 0d 0c 0b 0b 0c 19 12 13 0f
C:\Users\John\Desktop\File,File215,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 56 69 73 75 61 6c 20 53 74 75 64 69 6f 20 43 6f 64 65 0a 2e 44 45 53 43
C:\Users\John\Desktop\File,File216,Windows_Script_Component_UTF_8_1,ef bb bf 3c 23 0a 2e 53 59 4e 4f 50 53 49 53 0a 09 49 6e 73 74 61 6c 6c 73 20 47 69 74 20 45 78 74 65 6e 73 69 6f 6e 73 0a 2e 44 45 53 43 52 49 50 54
C:\Users\John\Desktop\File,File217,None,20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 45 55 52 4f 50 45 41 4e 20 55 4e 49 4f 4e 20 50 55 42 4c 49 43 20 4c 49 43 45 4e 43
C:\Users\John\Desktop\File,File218,None,89 50 4e 47 0d 0a 1a 0a 00 00 00 0d 49 48 44 52 00 00 03 88 00 00 04 ec 08 06 00 00 00 c2 72 ac 0c 00 01 00 00 49 44 41 54 78 9c ec fd 69 b0 6d c9 75
C:\Users\John\Desktop\File,File219,Windows_executable,ff d8 ff e0 00 10 45 58 49 46 00 01 01 00 00 01 00 01 00 00 ff db 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0a 0c 14 0d 0c 0b 0b 0c 19 12 13 0f
C:\Users\John\Desktop\File,File220,None,40 65 63 68 6f 20 6f 66 66 0d 0a 73 65 74 20 77 6f 72 64 3d 68 65 6c 6c 6f 0d 0a 73 65 74 20 73 63 72 61 6d 62 6c 65 64 3d 0d 0a 66 6f 72 20 2f 6c 20
